model,critical_length,minimal_number_of_queries,non_trivial_critical_pairs,non_trivial_deduced_critical_pairs
model80948.csv,14,7,8,2
model57624.csv,14,9,7,1
model64919.csv,13,7,5,1
model52896.csv,12,6,4,1
model22434.csv,16,9,9,2
model32754.csv,15,6,8,4
model71645.csv,11,6,3,1
model58276.csv,14,7,8,2
model92065.csv,17,7,9,2
model52633.csv,15,8,7,1
model25925.csv,11,7,6,1
model67299.csv,12,7,4,1
model95282.csv,14,8,6,1
model22149.csv,14,7,7,3
model14488.csv,13,6,5,2
model79273.csv,12,6,5,2
model26577.csv,14,8,8,2
model30836.csv,12,8,5,1
model69093.csv,16,8,8,1
model36239.csv,14,7,7,2
model100915.csv,14,6,6,3
model13083.csv,10,7,3,1
model74155.csv,16,6,7,3
model6852.csv,12,7,6,2
model43785.csv,15,8,7,1
model56672.csv,12,6,5,1
model18615.csv,14,8,6,2
model35098.csv,14,9,9,1
model92228.csv,16,7,8,2
model15839.csv,15,7,7,3
model50840.csv,12,7,6,1
model7937.csv,12,6,7,3
model39586.csv,15,7,8,3
model85150.csv,15,9,7,1
model96883.csv,14,6,6,1
model7142.csv,12,7,5,1
model105884.csv,15,7,7,2
model87133.csv,17,6,8,3
model113189.csv,16,7,8,2
model127.csv,10,6,5,1
model116736.csv,13,6,6,1
model52258.csv,15,7,7,2
model76862.csv,16,8,7,1
model120422.csv,15,7,8,1
model48175.csv,15,8,7,2
model100907.csv,16,6,8,3
model52286.csv,15,6,7,3
model105739.csv,13,7,5,1
model15872.csv,15,7,7,1
model37280.csv,16,8,9,2
model57470.csv,15,7,8,2
model29058.csv,17,8,10,3
model78552.csv,17,7,9,4
model100488.csv,16,6,8,3
model39702.csv,13,6,5,3
model5371.csv,12,6,5,2
model21639.csv,15,7,7,2
model122279.csv,14,7,8,2
model99156.csv,14,7,6,1
model65561.csv,14,8,5,1
model122981.csv,15,7,9,3
model65451.csv,14,6,5,1
model52310.csv,16,7,8,2
model113005.csv,16,6,8,3
model96842.csv,16,6,8,4
model12811.csv,15,6,8,4
model40377.csv,16,8,8,2
model115143.csv,17,6,10,5
model117786.csv,14,7,7,1
model2842.csv,12,6,7,2
model34533.csv,13,7,7,2
model106192.csv,14,6,6,1
model74648.csv,16,8,7,2
model90613.csv,17,7,8,3
model118433.csv,14,6,7,3
model23635.csv,15,8,7,2
model25402.csv,15,9,9,3
model25150.csv,12,7,6,1
model47626.csv,10,7,3,1
model121996.csv,18,7,11,4
model70069.csv,15,8,7,2
model53802.csv,12,7,5,1
model108574.csv,15,7,7,4
model109736.csv,17,6,9,3
model45453.csv,13,7,5,1
model42714.csv,15,8,7,1
model119377.csv,14,9,7,1
model30129.csv,11,7,5,1
model27070.csv,14,9,9,1
model60801.csv,13,7,5,1
model73244.csv,14,6,5,1
model112823.csv,14,7,6,1
model47814.csv,14,7,6,2
model94138.csv,19,8,10,4
model38044.csv,12,6,5,1
model45720.csv,14,8,6,2
model66601.csv,15,6,6,1
model12383.csv,13,8,7,1
model73672.csv,14,7,5,2
model82741.csv,13,7,5,1
model5581.csv,14,8,7,2
model12215.csv,14,7,6,1
model93374.csv,17,8,8,2
model120025.csv,16,6,9,5
model98850.csv,13,8,6,2
model40448.csv,14,8,6,1
model120350.csv,16,7,9,2
model71604.csv,13,7,5,1
model7880.csv,13,7,7,2
model122835.csv,15,6,9,3
model84636.csv,15,6,8,3
model79564.csv,13,7,6,2
model52776.csv,17,7,9,2
model4920.csv,14,6,8,4
model37778.csv,15,8,8,2
model65237.csv,14,6,5,2
model35231.csv,14,10,8,1
model63638.csv,14,8,6,1
model72946.csv,17,7,8,4
model91371.csv,15,9,6,1
model70532.csv,16,6,8,3
model12425.csv,13,7,7,2
model28733.csv,16,8,9,2
model48720.csv,15,7,7,2
model26854.csv,12,6,7,2
model48631.csv,13,7,5,1
model110350.csv,16,9,8,1
model49970.csv,19,8,11,5
model79602.csv,15,6,7,2
model87594.csv,13,6,4,2
model102918.csv,15,7,7,3
model26509.csv,15,9,8,2
model81672.csv,13,6,5,2
model91084.csv,14,6,6,2
model76557.csv,15,7,6,1
model119045.csv,17,7,10,4
model25038.csv,11,7,5,1
model9775.csv,14,9,7,1
model62481.csv,13,6,5,1
model120590.csv,16,6,9,4
model25382.csv,14,7,8,3
model95630.csv,17,8,9,3
model58208.csv,13,6,7,2
model86269.csv,13,7,4,1
model69199.csv,16,10,8,1
model67848.csv,17,7,8,4
model97678.csv,18,6,10,4
model16401.csv,14,6,6,3
model2950.csv,11,6,6,2
model49116.csv,15,8,7,1
model68332.csv,15,9,6,1
model82874.csv,16,9,8,1
model7225.csv,15,7,8,2
model113793.csv,18,9,10,2
model52535.csv,15,6,7,3
model72883.csv,14,7,5,1
model48453.csv,15,8,7,1
model71861.csv,14,7,5,2
model102403.csv,15,6,7,3
model10839.csv,12,8,5,1
model32122.csv,12,7,5,2
model71652.csv,13,6,5,1
model110400.csv,16,7,8,3
model72513.csv,15,8,6,1
model117251.csv,14,6,7,2
model54798.csv,12,7,5,1
model36086.csv,12,8,5,1
model84075.csv,14,7,7,1
model52801.csv,14,7,6,1
model62711.csv,15,8,7,1
model111326.csv,13,7,5,2
model44562.csv,14,7,7,2
model80266.csv,11,7,3,1
model83028.csv,18,8,10,2
model30653.csv,15,7,8,3
model4384.csv,13,8,6,1
model30292.csv,13,6,6,3
model121744.csv,18,10,11,1
model2840.csv,12,6,7,2
model25940.csv,14,9,9,1
model97467.csv,17,10,9,1
model81344.csv,13,7,5,1
model65447.csv,13,7,4,2
model23952.csv,13,6,5,1
model58141.csv,15,7,9,3
model89121.csv,15,7,7,4
model63915.csv,17,9,9,1
model43214.csv,12,8,6,1
model14583.csv,13,8,5,1
model70345.csv,15,6,7,2
model119777.csv,16,6,9,4
model60927.csv,15,7,7,2
model13787.csv,14,6,6,2
model111165.csv,16,9,8,1
model52442.csv,14,6,6,2
model24487.csv,14,8,6,1
model18538.csv,14,7,7,3
model117744.csv,16,7,9,3
model21090.csv,16,9,9,2
model71378.csv,14,6,7,2
model82703.csv,15,6,7,3
model3894.csv,12,7,7,1
model33893.csv,15,10,9,1
model97641.csv,19,8,11,4
model26910.csv,10,5,5,1
model76979.csv,16,6,7,2
model24408.csv,14,6,6,1
model59531.csv,12,8,4,1
model85714.csv,13,7,4,1
model98170.csv,15,6,8,3
model122841.csv,17,6,11,5
model93055.csv,14,6,5,1
model103821.csv,15,6,7,3
model37620.csv,13,6,6,1
model92472.csv,16,7,7,2
model13229.csv,15,8,7,1
model85081.csv,17,7,8,3
model99581.csv,15,7,7,3
model97965.csv,18,8,10,2
model61706.csv,13,6,6,2
model76046.csv,15,6,6,1
model55755.csv,13,8,6,1
model113297.csv,16,8,8,2
model70330.csv,14,8,6,1
model73374.csv,13,7,4,1
model102061.csv,14,7,6,1
model112922.csv,13,6,5,1
model34939.csv,12,6,7,1
model76362.csv,16,6,7,2
model43189.csv,14,8,7,2
model41903.csv,12,6,4,1
model51048.csv,14,8,7,1
model100861.csv,15,6,7,3
model107303.csv,14,7,6,1
model87835.csv,15,7,6,1
model70129.csv,14,7,6,2
model107360.csv,14,7,6,1
model77307.csv,15,6,7,3
model47120.csv,17,10,9,1
model109436.csv,15,6,7,2
model113689.csv,16,7,8,1
model116900.csv,14,7,7,1
model7279.csv,12,6,5,1
model119471.csv,14,7,7,1
model57792.csv,14,8,7,2
model9956.csv,12,7,6,1
model61057.csv,15,8,7,2
model36273.csv,16,8,9,2
model49649.csv,13,6,5,2
model62871.csv,14,6,6,1
model85946.csv,16,6,7,3
model84522.csv,15,8,8,1
model13684.csv,13,7,5,1
model10302.csv,13,7,6,1
model9270.csv,12,7,5,2
model84652.csv,14,6,7,2
model40198.csv,16,7,8,3
model89686.csv,16,7,8,3
model49500.csv,12,6,4,1
model7900.csv,13,8,7,1
model87972.csv,14,7,5,2
model14763.csv,16,6,8,4
model22910.csv,15,7,7,3
model119071.csv,17,6,10,5
model69826.csv,13,6,5,1
model22476.csv,13,9,6,1
model111535.csv,14,8,6,1
model69740.csv,15,6,7,3
model110443.csv,17,9,9,2
model53307.csv,14,8,6,2
model42228.csv,14,6,6,2
model37206.csv,14,7,7,1
model104649.csv,14,7,6,1
model58927.csv,11,6,3,1
model19950.csv,13,8,7,1
model63072.csv,16,8,8,2
model77855.csv,10,7,3,1
model108806.csv,14,6,6,3
model92276.csv,17,8,9,1
model120121.csv,19,6,12,6
model33689.csv,13,9,7,1
model122567.csv,14,7,8,2
model44622.csv,14,7,7,2
model77351.csv,15,6,7,2
model88069.csv,14,7,5,1
model84889.csv,13,6,5,1
model122128.csv,16,7,9,2
model29412.csv,11,6,6,2
model82362.csv,15,6,7,1
model57744.csv,17,10,10,2
model94880.csv,18,9,9,2
model59708.csv,12,7,4,1
model97312.csv,16,8,8,2
model97634.csv,19,9,11,4
model4447.csv,11,7,4,1
model93990.csv,17,8,8,2
model89892.csv,12,8,3,1
model29746.csv,16,9,10,2
model56698.csv,12,6,5,1
model114097.csv,17,6,9,3
model22544.csv,13,7,6,1
model29715.csv,14,6,8,3
model31005.csv,14,7,7,2
model15328.csv,13,8,7,1
model65430.csv,14,6,5,3
model79115.csv,15,6,7,2
model71008.csv,16,6,8,3
model103399.csv,14,8,6,1
model18084.csv,13,7,6,2
model13668.csv,12,7,4,1
model98620.csv,13,6,6,1
model23252.csv,13,8,5,1
model85056.csv,16,7,7,3
model23025.csv,18,7,10,4
model52168.csv,13,7,5,2
model29157.csv,12,6,6,2
model74083.csv,17,8,8,2
model108945.csv,14,7,6,1
model22368.csv,16,7,10,4
model87419.csv,17,8,8,2
model116213.csv,12,7,5,1
model35386.csv,13,6,6,2
model87135.csv,16,6,7,4
model8981.csv,12,8,5,1
model54978.csv,17,10,10,2
model64227.csv,15,9,8,1
model110909.csv,13,7,5,1
model62342.csv,15,7,7,1
model115065.csv,16,8,9,3
model110797.csv,18,8,10,2
model13518.csv,17,7,9,4
model13242.csv,14,7,6,2
model17388.csv,14,8,7,1
model105216.csv,15,7,7,3
model6451.csv,11,6,4,1
model15528.csv,15,8,8,2
model108110.csv,13,6,5,1
model83970.csv,16,9,8,1
model13165.csv,13,7,5,2
model44171.csv,15,7,7,2
model25535.csv,12,8,6,1
model113501.csv,17,6,9,3
model92143.csv,17,9,9,2
model118056.csv,13,8,6,1
model56181.csv,14,6,7,3
model18280.csv,14,10,7,1
model42958.csv,17,9,9,3
model38913.csv,14,7,7,2
model111534.csv,14,6,6,2
model74062.csv,15,6,6,2
model34370.csv,13,7,7,2
model50407.csv,11,7,4,1
model70567.csv,16,6,8,4
model21140.csv,16,7,9,3
model105149.csv,14,7,6,1
model34152.csv,15,10,10,1
model44590.csv,14,6,7,3
model44334.csv,17,7,9,3
model54844.csv,13,6,6,2
model37427.csv,14,7,7,1
model123524.csv,18,10,12,2
model31473.csv,15,7,8,4
model60912.csv,13,7,6,1
model63649.csv,13,6,5,1
model98603.csv,14,7,7,2
model119529.csv,18,8,11,4
model101138.csv,11,6,3,1
model100541.csv,16,7,8,2
model62927.csv,14,7,6,2
model122072.csv,13,7,6,1
model98722.csv,16,7,8,3
model98984.csv,16,9,8,1
model32706.csv,17,10,10,2
model57915.csv,15,6,8,3
model59176.csv,11,7,5,1
model15163.csv,13,6,6,3
model93644.csv,16,8,7,2
model86461.csv,17,6,8,4
model104531.csv,13,6,5,2
model109354.csv,15,6,7,3
model73306.csv,15,7,6,3
model94086.csv,17,6,8,4
model81766.csv,14,7,6,1
model119867.csv,17,8,10,3
model117750.csv,17,11,10,1
model122169.csv,15,7,8,2
model49862.csv,17,9,9,2
model99443.csv,13,6,5,1
model57291.csv,14,6,7,2
model54721.csv,14,7,7,2
model53562.csv,18,7,10,4
model16425.csv,13,6,5,2
model79980.csv,15,6,7,2
model13281.csv,14,7,6,2
model25578.csv,11,7,5,1
model43630.csv,14,7,6,1
model25867.csv,14,7,8,4
model82493.csv,13,8,5,1
model72993.csv,17,6,8,5
model114452.csv,14,6,6,3
model92523.csv,13,7,4,1
model88489.csv,15,8,7,1
model32796.csv,13,7,6,1
model1427.csv,11,6,5,1
model77720.csv,9,6,2,1
model3706.csv,10,6,5,1
model120904.csv,15,6,8,3
model14590.csv,13,7,6,1
model25759.csv,15,9,9,3
model78714.csv,14,8,7,1
model114507.csv,17,7,9,3
model109208.csv,13,7,5,1
model74202.csv,14,7,6,2
model75973.csv,15,7,6,2
model77673.csv,13,6,5,1
model72483.csv,14,8,5,2
model57303.csv,14,7,7,2
model119406.csv,16,6,9,3
model20545.csv,16,7,8,3
model117787.csv,14,6,7,2
model58332.csv,17,9,11,2
model61744.csv,15,7,8,1
model64937.csv,12,6,4,2
model83490.csv,17,7,9,2
model9293.csv,13,6,6,3
model43262.csv,12,7,5,2
model25833.csv,12,7,6,1
model58442.csv,15,8,9,2
model63353.csv,14,6,6,3
model106396.csv,14,6,6,2
model76260.csv,16,6,7,3
model28479.csv,13,8,6,1
model100799.csv,14,8,6,1
model44142.csv,16,7,8,3
model38658.csv,14,6,6,2
model18200.csv,13,7,5,1
model62150.csv,14,7,6,2
model112512.csv,15,8,7,2
model82920.csv,18,6,10,5
model120711.csv,18,7,11,4
model48414.csv,17,8,9,2
model25776.csv,15,10,9,2
model17716.csv,12,6,6,1
model108388.csv,16,6,8,3
model92024.csv,16,7,8,3
model123204.csv,16,8,10,3
model83488.csv,15,6,7,1
model73361.csv,14,6,5,1
model122496.csv,15,6,9,3
model27374.csv,12,6,6,1
model33574.csv,12,7,7,2
model123673.csv,16,9,10,2
model78473.csv,15,7,7,3
model17381.csv,14,6,7,1
model49722.csv,13,8,5,1
model100361.csv,15,8,7,1
model101065.csv,13,7,5,1
model82089.csv,13,6,5,2
model60519.csv,14,9,6,1
model67729.csv,15,8,6,1
model44497.csv,11,6,5,2
model21316.csv,14,9,6,2
model95958.csv,15,7,7,1
model85769.csv,15,7,6,1
model91769.csv,13,7,5,1
model32609.csv,16,8,9,2
model26186.csv,12,6,5,1
model89733.csv,14,8,5,2
model104589.csv,15,7,7,2
model50210.csv,14,6,6,1
model100555.csv,14,8,6,1
model39726.csv,14,6,6,3
model76833.csv,18,7,9,3
model72417.csv,13,7,4,1
model109577.csv,16,6,8,3
model95234.csv,15,6,6,2
model565.csv,11,7,4,1
model86156.csv,15,9,6,1
model107133.csv,14,6,7,2
model94845.csv,16,6,7,2
model114552.csv,14,6,6,1
model54089.csv,14,6,6,1
model73498.csv,14,8,6,1
model6032.csv,11,6,5,1
model18959.csv,13,8,6,1
model62328.csv,16,9,8,1
model24742.csv,8,6,2,1
model21082.csv,14,8,7,1
model63728.csv,14,7,6,1
model121794.csv,14,8,7,1
model82946.csv,19,6,11,5
model49210.csv,18,11,10,1
model75327.csv,19,7,10,4
model89583.csv,16,8,7,3
model77951.csv,14,8,6,1
model28613.csv,14,10,7,1
model31248.csv,15,6,8,3
model5605.csv,13,6,6,2
model61966.csv,13,6,5,1
model26724.csv,14,7,8,2
model53896.csv,14,6,6,1
model101605.csv,13,6,5,1
model66969.csv,14,6,5,3
model95470.csv,16,7,8,3
model31281.csv,17,9,10,3
model25605.csv,15,7,9,3
model122007.csv,17,7,10,3
model22049.csv,13,8,6,1
model116380.csv,13,6,6,1
model57569.csv,16,8,9,3
model40000.csv,14,6,6,2
model45634.csv,16,7,8,3
model98404.csv,16,9,9,1
model21407.csv,14,8,6,1
model115400.csv,12,8,5,1
model48834.csv,14,8,6,2
model115384.csv,14,7,7,1
model40814.csv,12,7,4,2
model86403.csv,17,6,8,3
model45503.csv,17,9,9,3
model44518.csv,15,7,8,3
model25766.csv,15,8,9,3
model72105.csv,16,7,7,3
model120108.csv,18,7,11,5
model49739.csv,16,7,8,4
model52515.csv,15,8,7,2
model123953.csv,14,6,8,2
model40437.csv,15,8,7,2
model44495.csv,14,7,7,2
model75934.csv,15,7,6,1
model106601.csv,12,6,5,1
model90694.csv,17,7,8,3
model93936.csv,15,6,6,2
model81593.csv,15,6,7,3
model22131.csv,13,7,6,1
model2641.csv,12,7,6,2
model94161.csv,16,6,7,2
model40662.csv,14,9,6,1
model13879.csv,14,9,6,1
model98528.csv,11,6,4,1
model21080.csv,14,6,7,3
model114185.csv,14,7,6,1
model107055.csv,15,7,8,2
model9548.csv,9,6,3,1
model18108.csv,14,8,6,2
model117679.csv,15,6,8,3
model72590.csv,17,9,8,3
model50861.csv,13,7,7,2
model45105.csv,14,6,7,3
model49673.csv,15,7,8,2
model111329.csv,14,6,6,1
model55920.csv,15,9,8,1
model152.csv,11,7,5,1
model10310.csv,14,8,7,1
model67858.csv,15,7,6,2
model17033.csv,11,8,4,1
model24210.csv,12,7,4,1
model24965.csv,11,7,5,1
model58984.csv,12,8,4,1
model9028.csv,12,6,5,2
model5593.csv,13,7,6,2
model34277.csv,13,7,7,2
model86388.csv,17,6,8,3
model24886.csv,12,6,7,2
model9885.csv,14,7,7,1
model121799.csv,16,8,9,2
model49437.csv,16,7,8,3
model67081.csv,17,8,8,1
model14887.csv,14,7,7,3
model96034.csv,12,6,4,1
model67626.csv,14,6,5,1
model77685.csv,15,8,7,1
model120272.csv,15,7,8,2
model93558.csv,18,6,9,5
model85434.csv,14,8,5,1
model2361.csv,14,7,7,3
model75347.csv,20,8,11,5
model91678.csv,15,6,6,2
model52215.csv,14,7,6,1
model120894.csv,17,7,10,4
model81850.csv,17,8,9,3
model81211.csv,15,6,8,3
model104347.csv,14,7,6,1
model20510.csv,18,7,10,6
model1337.csv,13,8,6,1
model115879.csv,15,7,8,2
model70911.csv,14,8,6,1
model51654.csv,17,7,10,4
model43613.csv,15,8,7,1
model94299.csv,17,7,8,2
model39846.csv,14,8,6,1
model46320.csv,14,6,7,3
model5153.csv,11,8,4,1
model64996.csv,13,6,5,1
model34158.csv,14,7,9,2
model24190.csv,14,6,6,2
model117937.csv,13,6,6,1
model123198.csv,19,11,13,2
model94889.csv,16,8,7,1
model102765.csv,13,7,5,1
model30759.csv,16,8,9,3
model54634.csv,15,8,7,1
model35294.csv,10,6,4,1
model91642.csv,18,7,9,4
model87304.csv,12,7,3,1
model103091.csv,14,8,7,1
model30681.csv,16,7,9,4
model38468.csv,14,8,6,1
model64126.csv,15,6,8,2
model123267.csv,17,9,11,2
model24652.csv,15,8,8,2
model76223.csv,14,8,5,1
model73008.csv,17,7,8,4
model37404.csv,15,7,8,2
model1449.csv,12,7,6,1
model117142.csv,17,9,10,1
model101024.csv,15,6,7,3
model71514.csv,14,8,7,1
model30019.csv,15,10,9,1
model20325.csv,14,6,6,2
model57220.csv,13,6,6,2
model118148.csv,12,7,5,1
model89061.csv,13,8,4,1
model52031.csv,15,8,8,2
model21063.csv,15,7,7,2
model55680.csv,12,7,5,1
model111270.csv,16,9,8,1
model74700.csv,15,6,6,1
model103357.csv,12,8,5,1
model73082.csv,15,6,7,2
model64175.csv,13,7,6,1
model71158.csv,14,7,7,1
model123896.csv,14,6,8,4
model16288.csv,14,8,6,1
model111459.csv,14,6,6,2
model35342.csv,11,7,4,1
model121195.csv,17,7,10,3
model80838.csv,11,6,4,1
model66808.csv,15,7,6,1
model39969.csv,15,8,7,2
model30452.csv,11,7,4,1
model38378.csv,14,7,6,2
model26557.csv,12,7,6,2
model90932.csv,18,9,9,2
model79967.csv,14,6,6,3
model35233.csv,13,8,7,2
model103539.csv,13,6,6,3
model43287.csv,12,8,5,1
model88792.csv,14,7,6,2
model1813.csv,12,7,5,1
model72534.csv,15,6,6,2
model14160.csv,13,7,6,1
model8601.csv,13,6,7,2
model109833.csv,18,6,10,5
model8471.csv,12,7,7,1
model37731.csv,12,6,6,2
model85759.csv,15,6,6,2
model53698.csv,15,8,7,1
model44620.csv,13,6,6,2
model39263.csv,10,6,4,1
model103926.csv,17,8,9,3
model91606.csv,15,8,6,1
model109651.csv,17,9,9,2
model69707.csv,14,6,6,3
model14326.csv,14,7,6,2
model51103.csv,11,6,4,1
model67826.csv,16,8,7,1
model23425.csv,18,6,10,4
model9677.csv,13,6,6,2
model87651.csv,13,6,4,1
model108052.csv,17,8,9,2
model100154.csv,11,6,3,1
model108179.csv,15,8,7,1
model121380.csv,15,7,8,2
model61526.csv,12,8,5,1
model43089.csv,11,7,5,2
model16111.csv,13,6,5,2
model112367.csv,16,7,8,3
model37998.csv,11,6,4,1
model42396.csv,11,6,5,1
model3136.csv,13,8,7,1
model51799.csv,13,7,6,1
model71328.csv,14,6,7,2
model80602.csv,15,6,7,3
model22392.csv,16,6,9,4
model79290.csv,11,6,5,1
model97809.csv,19,8,11,4
model113143.csv,15,7,7,1
model113610.csv,15,6,7,3
model113362.csv,13,6,6,2
model114012.csv,17,9,9,2
model85214.csv,16,9,7,2
model92616.csv,14,7,5,1
model22761.csv,14,6,6,3
model107678.csv,17,8,9,2
model120940.csv,20,8,13,5
model117399.csv,12,6,5,1
model97193.csv,14,7,6,1
model26416.csv,14,8,8,2
model79220.csv,16,8,8,2
model54318.csv,17,8,9,2
model20726.csv,14,9,6,1
model91950.csv,14,6,6,1
model55132.csv,13,6,6,1
model61698.csv,14,7,7,2
model84169.csv,14,7,7,2
model16982.csv,13,6,6,2
model44447.csv,13,7,5,1
model5721.csv,14,7,7,2
model53650.csv,15,6,7,2
model61401.csv,13,8,6,1
model104091.csv,13,6,6,2
model99615.csv,16,6,8,4
model94306.csv,17,7,8,3
model85937.csv,17,6,8,4
model80816.csv,11,7,4,1
model89685.csv,16,10,8,1
model82646.csv,13,7,5,2
model62604.csv,14,7,6,1
model49039.csv,16,10,8,1
model81704.csv,15,7,7,1
model114510.csv,17,7,9,3
model33640.csv,12,6,7,3
model90109.csv,13,6,4,1
model63136.csv,16,6,8,3
model77947.csv,15,8,7,1
model44983.csv,14,8,7,2
model76473.csv,13,6,4,1
model15894.csv,15,8,7,2
model85529.csv,15,7,6,1
model73248.csv,16,7,7,1
model26791.csv,11,6,5,1
model70618.csv,16,6,8,2
model57529.csv,15,7,8,2
model32073.csv,12,7,5,2
model49094.csv,15,6,8,4
model22031.csv,12,9,5,1
model72808.csv,15,7,6,2
model7540.csv,11,7,5,1
model11826.csv,13,7,5,1
model54918.csv,13,8,6,1
model113465.csv,17,8,9,2
model111885.csv,16,7,8,3
model109972.csv,14,7,7,2
model105891.csv,16,8,8,2
model38738.csv,17,10,9,1
model123116.csv,15,8,9,2
model14776.csv,14,8,6,1
model64897.csv,10,7,2,1
model73101.csv,16,7,8,3
model33513.csv,13,8,7,1
model68632.csv,16,6,7,3
model13658.csv,12,6,4,2
model33873.csv,15,8,9,2
model36455.csv,16,7,9,3
model91620.csv,15,6,6,2
model16175.csv,12,6,4,1
model24153.csv,12,6,5,2
model39023.csv,14,6,6,3
model113130.csv,14,6,6,2
model73801.csv,16,6,7,3
model94640.csv,15,7,6,1
model100317.csv,13,8,5,1
model11454.csv,11,7,3,1
model34302.csv,14,7,8,3
model42999.csv,15,7,7,2
model98633.csv,10,7,2,1
model2448.csv,13,7,7,1
model79958.csv,14,7,6,2
model7040.csv,16,8,9,3
model103654.csv,11,6,4,2
model32220.csv,12,7,6,1
model71756.csv,13,8,4,1
model31403.csv,15,10,9,1
model95041.csv,17,7,8,3
model123275.csv,13,7,7,1
model38639.csv,14,8,6,1
model65642.csv,14,6,5,1
model9137.csv,13,7,6,1
model112032.csv,15,7,7,2
model39083.csv,14,7,6,2
model6145.csv,13,7,6,1
model14064.csv,15,9,7,1
model50260.csv,15,6,7,1
model85683.csv,16,8,8,2
model112123.csv,15,6,7,2
model92967.csv,15,6,6,2
model49874.csv,14,6,6,1
model49537.csv,14,8,6,1
model32624.csv,17,7,10,4
model52271.csv,16,7,8,3
model30361.csv,14,7,7,2
model100449.csv,16,6,8,3
model13554.csv,14,6,6,2
model62408.csv,14,6,6,2
model55456.csv,16,7,9,3
model1732.csv,11,6,5,1
model20583.csv,11,7,3,1
model85040.csv,14,8,5,2
model5250.csv,11,6,4,1
model55534.csv,16,9,9,2
model97317.csv,14,6,6,2
model91017.csv,16,9,8,1
model99279.csv,13,7,5,1
model27004.csv,11,6,6,2
model110864.csv,14,6,6,2
model87336.csv,16,7,7,2
model10607.csv,13,7,6,1
model14476.csv,12,8,4,1
model107874.csv,16,7,8,2
model48420.csv,16,7,8,4
model24368.csv,14,7,6,1
model20861.csv,16,8,8,1
model119456.csv,15,7,8,2
model40732.csv,14,6,6,2
model94101.csv,19,7,10,5
model541.csv,10,7,4,1
model95985.csv,16,9,8,1
model10343.csv,12,7,5,1
model22996.csv,15,7,7,2
model42753.csv,14,7,6,2
model101875.csv,14,6,7,3
model70302.csv,13,6,5,2
model54471.csv,15,6,7,3
model27473.csv,11,6,6,1
model16461.csv,14,6,6,2
model74945.csv,16,6,7,3
model102548.csv,12,6,5,2
model78715.csv,14,9,7,1
model88545.csv,16,7,8,2
model89479.csv,16,7,7,2
model2852.csv,13,7,7,2
model34165.csv,13,6,8,3
model43160.csv,14,8,7,1
model55392.csv,16,7,9,3
model24263.csv,14,7,6,1
model66866.csv,16,6,7,2
model96722.csv,16,6,8,4
model14554.csv,15,6,7,3
model76375.csv,15,8,6,2
model31002.csv,13,8,6,1
model103526.csv,14,6,6,3
model108584.csv,16,7,8,2
model95122.csv,18,6,9,3
model55968.csv,15,8,8,1
model114711.csv,16,7,9,3
model46419.csv,15,9,7,2
model4061.csv,13,9,7,2
model81670.csv,14,7,6,2
model45240.csv,14,7,7,1
model109758.csv,19,8,11,3
model15650.csv,11,7,5,1
model24365.csv,15,8,7,1
model98624.csv,10,7,2,1
model118119.csv,11,7,4,1
model26787.csv,15,6,9,4
model110925.csv,16,6,8,4
model74018.csv,17,6,8,4
model18589.csv,14,7,6,2
model21107.csv,14,7,7,3
model61989.csv,13,8,5,1
model77029.csv,20,7,11,5
model118007.csv,12,7,5,1
model90810.csv,18,9,9,1
model12701.csv,12,8,6,1
model39890.csv,16,7,8,3
model28587.csv,14,6,7,3
model43282.csv,14,7,7,1
model103608.csv,13,6,5,1
model46635.csv,15,8,7,2
model93729.csv,16,7,7,3
model90175.csv,16,7,7,3
model44290.csv,17,6,9,4
model18830.csv,13,7,5,2
model36543.csv,14,6,7,1
model47183.csv,16,9,8,1
model43173.csv,12,6,5,1
model47913.csv,13,7,6,2
model111045.csv,15,7,7,1
model78561.csv,15,8,7,2
model15254.csv,12,7,6,2
model24232.csv,17,7,9,3
model76521.csv,15,6,6,2
model2820.csv,13,8,7,1
model33800.csv,15,8,9,3
model64710.csv,13,8,4,1
model92405.csv,17,7,8,3
model82981.csv,19,6,11,6
model25417.csv,13,7,7,1
model75311.csv,18,6,9,3
model10290.csv,13,6,6,2
model120008.csv,18,7,11,5
model86272.csv,11,6,2,1
model83915.csv,16,8,8,1
model9972.csv,13,8,7,1
model49905.csv,15,7,8,3
model91384.csv,14,7,5,1
model79028.csv,13,6,6,1
model110815.csv,16,6,8,3
model84926.csv,17,9,9,1
model43249.csv,14,6,7,2
model76488.csv,13,8,4,1
model30338.csv,12,8,5,1
model111402.csv,15,7,7,1
model105006.csv,15,7,7,1
model105131.csv,17,8,9,2
model68184.csv,16,7,7,1
model25677.csv,13,8,8,1
model106147.csv,14,6,6,2
model78519.csv,13,7,6,3
model49693.csv,13,7,6,1
model23620.csv,16,6,8,3
model27315.csv,12,6,7,2
model68252.csv,15,6,6,2
model90539.csv,16,8,7,1
model31741.csv,15,7,8,4
model104208.csv,13,8,5,1
model94280.csv,17,6,8,2
model111604.csv,16,8,8,3
model114125.csv,16,6,8,3
model6545.csv,14,9,7,1
model44436.csv,14,7,6,2
model58253.csv,13,6,7,3
model63817.csv,14,7,6,1
model114198.csv,14,7,6,1
model83635.csv,14,7,6,1
model98392.csv,15,6,8,2
