model,critical_length,minimal_number_of_queries,number_of_non_explainable,all_explainable_minimal_number_of_queries
model79582.csv,14,9,10,19
model109333.csv,15,7,14,21
model43171.csv,14,7,9,16
model95285.csv,15,6,20,26
model45434.csv,11,7,2,9
model66573.csv,16,7,13,20
model42013.csv,14,7,17,24
model123979.csv,16,8,18,26
model113414.csv,17,8,17,25
model17415.csv,12,6,19,25
model36151.csv,14,9,17,26
model108671.csv,15,6,15,21
model54751.csv,16,10,16,26
model116306.csv,13,6,13,19
model74757.csv,16,8,4,12
model45532.csv,15,8,15,23
model85217.csv,14,7,8,15
model37264.csv,15,8,18,26
model407.csv,11,9,10,19
model121067.csv,13,7,21,28
model12541.csv,15,9,13,22
model109399.csv,13,6,18,24
model94787.csv,17,9,15,24
model20848.csv,14,8,19,27
model658.csv,10,8,3,11
model40936.csv,15,6,16,22
model30512.csv,13,6,19,25
model63977.csv,16,8,12,20
model45590.csv,12,6,7,13
model123346.csv,14,7,20,27
model43957.csv,11,8,5,13
model72614.csv,19,7,9,16
model108318.csv,15,6,16,22
model99841.csv,13,6,13,19
model62795.csv,14,8,3,11
model3574.csv,11,7,17,24
model13422.csv,13,11,3,14
model59928.csv,13,7,11,18
model4467.csv,9,7,14,21
model44358.csv,18,12,11,23
model6183.csv,13,8,17,25
model115041.csv,17,6,19,25
model112666.csv,12,6,3,9
model4626.csv,10,6,13,19
model38262.csv,13,7,10,17
model26104.csv,12,8,12,20
model16498.csv,14,7,18,25
model21385.csv,16,7,16,23
model10023.csv,11,6,4,10
model94308.csv,18,7,14,21
model30419.csv,15,6,18,24
model30708.csv,15,7,19,26
model98049.csv,16,8,19,27
model90206.csv,13,6,7,13
model43601.csv,16,7,8,15
model107129.csv,16,8,16,24
model78888.csv,12,6,17,23
model25592.csv,11,7,13,20
model72306.csv,16,7,10,17
model17271.csv,11,6,15,21
model42168.csv,14,7,16,23
model77608.csv,17,6,15,21
model30121.csv,11,6,23,29
model2399.csv,13,7,13,20
model34265.csv,16,7,21,28
model88419.csv,18,8,14,22
model100064.csv,16,7,12,19
model50022.csv,17,9,19,28
model4623.csv,12,7,15,22
model64359.csv,11,6,10,16
model89263.csv,16,7,10,17
model77435.csv,15,9,13,22
model53453.csv,17,7,17,24
model79339.csv,12,7,15,22
model25734.csv,12,7,13,20
model45215.csv,16,10,14,24
model5350.csv,14,7,17,24
model81483.csv,14,11,4,15
model28722.csv,15,7,15,22
model41128.csv,17,6,17,23
model5065.csv,11,6,17,23
model4646.csv,11,7,6,13
model375.csv,10,7,10,17
model7844.csv,11,6,14,20
model106907.csv,14,6,18,24
model106012.csv,14,7,15,22
model79071.csv,15,6,15,21
model32835.csv,16,7,22,29
model93157.csv,17,7,15,22
model10949.csv,12,7,11,18
model105730.csv,14,9,14,23
model91697.csv,16,8,15,23
model101760.csv,12,7,15,22
model49205.csv,18,8,19,27
model74310.csv,13,7,19,26
model46235.csv,15,8,16,24
model25401.csv,14,7,12,19
model113840.csv,18,10,15,25
model21060.csv,15,8,16,24
model115194.csv,15,8,19,27
model96418.csv,17,9,14,23
model101264.csv,13,6,10,16
model69681.csv,14,9,10,19
model42745.csv,15,9,8,17
model32616.csv,17,10,17,27
model97701.csv,16,7,20,27
model95224.csv,16,6,19,25
model113066.csv,14,6,16,22
model15542.csv,15,10,16,26
model64161.csv,14,7,13,20
model42687.csv,15,8,10,18
model28436.csv,13,6,17,23
model8117.csv,10,7,2,9
model34887.csv,11,7,23,30
model80041.csv,16,6,19,25
model96868.csv,17,7,16,23
model63001.csv,14,7,13,20
model74689.csv,13,7,1,8
model98750.csv,17,7,10,17
model122894.csv,15,6,21,27
model61053.csv,12,6,13,19
model12343.csv,11,7,5,12
model102015.csv,11,7,3,10
model108597.csv,16,8,12,20
model13918.csv,13,7,17,24
model3904.csv,10,7,16,23
model118529.csv,14,9,18,27
model100816.csv,14,6,15,21
model53868.csv,14,6,18,24
model91085.csv,14,6,16,22
model65375.csv,14,7,9,16
model87294.csv,15,7,15,22
model25786.csv,13,7,13,20
model88451.csv,15,6,16,22
model7445.csv,12,8,14,22
model85985.csv,17,8,11,19
model91204.csv,15,8,12,20
model35080.csv,14,9,20,29
model110338.csv,14,8,2,10
model101194.csv,13,6,9,15
model32767.csv,14,6,22,28
model105251.csv,13,6,17,23
model23667.csv,12,6,18,24
model89020.csv,15,7,10,17
model53097.csv,14,7,17,24
model116597.csv,11,6,20,26
model113648.csv,15,7,19,26
model113085.csv,15,8,15,23
model78484.csv,13,6,13,19
model86176.csv,15,6,11,17
model67864.csv,17,6,14,20
model17437.csv,12,7,19,26
model63033.csv,14,7,12,19
model111334.csv,15,7,17,24
model60621.csv,11,6,17,23
model98971.csv,16,9,10,19
model113733.csv,16,6,20,26
model111118.csv,19,9,13,22
model96244.csv,16,8,14,22
model118072.csv,13,7,7,14
model114439.csv,17,6,20,26
model57906.csv,15,7,20,27
model82177.csv,16,7,15,22
model38519.csv,14,7,10,17
model80642.csv,14,7,17,24
model120364.csv,16,6,20,26
model110968.csv,14,7,6,13
model24843.csv,12,6,10,16
model111471.csv,14,6,13,19
model85885.csv,14,8,10,18
model82889.csv,17,7,18,25
model102555.csv,11,6,7,13
model15390.csv,13,6,15,21
model110067.csv,17,10,16,26
model73005.csv,17,8,10,18
model85863.csv,16,10,6,16
model402.csv,11,8,9,17
model118534.csv,14,6,20,26
model78610.csv,13,7,4,11
model80932.csv,13,7,19,26
model114470.csv,15,7,21,28
model56910.csv,14,7,16,23
model72815.csv,16,10,7,17
model493.csv,10,7,14,21
model93534.csv,17,6,17,23
model62639.csv,15,7,13,20
model99513.csv,14,9,12,21
model84021.csv,16,7,19,26
model43126.csv,12,6,11,17
model97730.csv,15,6,21,27
model71482.csv,18,9,11,20
model27231.csv,11,6,16,22
model15323.csv,13,8,19,27
model59471.csv,10,7,12,19
model42989.csv,15,8,11,19
model55074.csv,12,6,18,24
model50353.csv,12,9,9,18
model90337.csv,15,6,17,23
model25859.csv,12,7,13,20
model67682.csv,15,8,12,20
model85785.csv,13,6,13,19
model107388.csv,14,8,10,18
model56974.csv,12,7,18,25
model16673.csv,12,6,16,22
model119683.csv,17,7,19,26
model36849.csv,12,6,20,26
model121241.csv,17,6,20,26
model31733.csv,16,6,21,27
model20101.csv,15,12,9,21
model38846.csv,13,7,11,18
model19288.csv,15,6,16,22
model119759.csv,18,6,20,26
model17132.csv,11,6,18,24
model103618.csv,14,6,11,17
model70107.csv,15,12,11,23
model12120.csv,12,7,6,13
model5169.csv,12,7,14,21
model118432.csv,14,7,16,23
model48285.csv,16,6,20,26
model28703.csv,15,7,15,22
model3531.csv,11,7,17,24
model109063.csv,17,7,14,21
model30038.csv,14,7,20,27
model106963.csv,16,6,17,23
model72782.csv,15,10,1,11
model52773.csv,15,7,16,23
model19007.csv,13,9,11,20
model1443.csv,11,8,13,21
model70318.csv,14,9,15,24
model61327.csv,13,7,13,20
model32400.csv,14,10,19,29
model102597.csv,12,8,11,19
model35034.csv,14,9,19,28
model100940.csv,14,7,15,22
model38657.csv,16,6,9,15
model119587.csv,17,7,20,27
model37049.csv,15,7,19,26
model118647.csv,13,6,21,27
model3069.csv,12,7,15,22
model56559.csv,12,6,18,24
model18488.csv,14,7,11,18
model8058.csv,11,6,21,27
model54258.csv,14,7,21,28
model103867.csv,16,7,12,19
model53540.csv,18,6,18,24
model2953.csv,9,6,13,19
model36729.csv,11,6,14,20
model88581.csv,18,7,13,20
model121710.csv,16,7,20,27
model109118.csv,17,6,16,22
model6294.csv,15,8,14,22
model94318.csv,17,10,14,24
model24015.csv,11,6,8,14
model34856.csv,12,7,22,29
model84504.csv,14,7,19,26
model60869.csv,13,6,11,17
model53506.csv,18,6,17,23
model90071.csv,12,9,2,11
model108464.csv,13,6,3,9
model5500.csv,11,6,6,12
model100187.csv,14,7,7,14
model92563.csv,16,6,12,18
model102500.csv,13,7,13,20
model64624.csv,14,8,7,15
model77848.csv,12,9,1,10
model120117.csv,19,6,20,26
model25908.csv,11,7,13,20
model75664.csv,13,8,13,21
model65429.csv,14,6,11,17
model108559.csv,14,7,9,16
model29247.csv,16,10,18,28
model87790.csv,14,7,5,12
model102073.csv,15,9,8,17
model65844.csv,13,6,9,15
model4309.csv,13,7,13,20
model67135.csv,15,6,13,19
model96784.csv,15,6,16,22
model46796.csv,16,6,13,19
model106094.csv,14,6,17,23
model5247.csv,11,6,15,21
model43970.csv,12,7,8,15
model51870.csv,14,7,19,26
model75558.csv,12,7,5,12
model69904.csv,14,8,12,20
model78708.csv,13,6,13,19
model24046.csv,14,6,12,18
model116720.csv,14,7,17,24
model109440.csv,15,8,18,26
model25081.csv,10,7,11,18
model72296.csv,17,6,10,16
model8253.csv,12,6,15,21
model40929.csv,14,8,15,23
model71963.csv,14,11,1,12
model108865.csv,15,8,13,21
model80195.csv,15,6,17,23
model7366.csv,12,7,16,23
model8617.csv,13,8,18,26
model8331.csv,11,6,22,28
model86891.csv,18,7,14,21
model40459.csv,14,6,19,25
model25151.csv,13,9,10,19
model56963.csv,13,7,18,25
model118295.csv,13,7,6,13
model67611.csv,14,7,14,21
model90336.csv,15,7,16,23
model20218.csv,15,6,14,20
model32638.csv,16,6,21,27
model9551.csv,11,9,4,13
model39306.csv,15,8,11,19
model111573.csv,15,10,5,15
model38997.csv,12,7,2,9
model70252.csv,14,6,15,21
model5878.csv,11,8,19,27
model35760.csv,14,6,20,26
model31863.csv,15,7,18,25
model105118.csv,14,7,15,22
model11333.csv,12,7,10,17
model60465.csv,12,6,12,18
model108758.csv,15,7,7,14
model21506.csv,13,8,19,27
model21903.csv,15,7,17,24
model93553.csv,16,6,16,22
model791.csv,11,8,11,19
model106696.csv,11,6,18,24
model96574.csv,14,6,18,24
model49081.csv,13,6,20,26
model71510.csv,13,7,14,21
model83902.csv,16,8,18,26
model55524.csv,14,8,16,24
model88814.csv,16,6,10,16
model106281.csv,15,7,15,22
model96834.csv,15,6,17,23
model86736.csv,15,6,13,19
model38625.csv,12,7,3,10
model49355.csv,13,6,21,27
model21104.csv,15,7,15,22
model93688.csv,16,8,12,20
model70564.csv,18,8,12,20
model38485.csv,15,7,10,17
model19590.csv,17,8,13,21
model61042.csv,16,6,13,19
model68710.csv,15,6,16,22
model10977.csv,12,9,11,20
model60729.csv,14,6,14,20
model22656.csv,12,6,18,24
model71515.csv,13,8,13,21
model34261.csv,16,6,22,28
model6937.csv,15,7,14,21
model9806.csv,12,7,16,23
model28576.csv,13,7,14,21
model123664.csv,14,7,20,27
model996.csv,9,6,10,16
model83144.csv,15,8,14,22
model91597.csv,16,6,17,23
model95113.csv,19,6,17,23
model19918.csv,12,6,20,26
model56952.csv,13,8,17,25
model13223.csv,14,6,13,19
model108275.csv,12,6,6,12
model23155.csv,13,8,7,15
model66701.csv,16,10,11,21
model90104.csv,13,7,6,13
model3922.csv,13,10,14,24
model89871.csv,16,7,11,18
model99943.csv,17,10,9,19
model30811.csv,17,6,20,26
model78841.csv,14,7,15,22
model86529.csv,12,6,5,11
model109336.csv,12,6,17,23
model98925.csv,13,7,9,16
model603.csv,12,9,10,19
model81099.csv,13,9,18,27
model25924.csv,12,8,12,20
model67825.csv,16,7,12,19
model117665.csv,14,7,6,13
model103597.csv,13,6,4,10
model75580.csv,14,6,12,18
model86508.csv,13,7,16,23
model73261.csv,15,6,15,21
model6504.csv,12,7,15,22
model95561.csv,18,8,17,25
model39887.csv,15,9,12,21
model113051.csv,16,9,14,23
model115578.csv,13,9,5,14
model64061.csv,11,7,15,22
model121742.csv,18,10,16,26
model70627.csv,15,7,13,20
model55745.csv,11,8,3,11
model72300.csv,16,9,9,18
model96110.csv,14,6,8,14
model39066.csv,17,6,12,18
model5504.csv,12,9,12,21
model88939.csv,17,8,9,17
model81416.csv,14,6,15,21
model81177.csv,12,8,18,26
model60354.csv,9,6,18,24
model110268.csv,14,6,14,20
model121077.csv,14,6,21,27
model19638.csv,14,7,15,22
model59403.csv,11,7,9,16
model62654.csv,16,7,14,21
model49561.csv,13,7,8,15
model18123.csv,13,7,8,15
model65615.csv,14,7,11,18
model46855.csv,12,7,6,13
model71225.csv,14,7,14,21
model70833.csv,15,8,13,21
model65951.csv,15,8,12,20
model26114.csv,14,8,10,18
model51426.csv,13,7,22,29
model115857.csv,15,6,12,18
model23506.csv,13,7,21,28
model11043.csv,12,7,8,15
model104559.csv,16,6,15,21
model49996.csv,18,6,21,27
model917.csv,13,11,10,21
model63414.csv,14,6,13,19
model46220.csv,15,7,17,24
model68704.csv,15,7,15,22
model15358.csv,13,10,4,14
model54673.csv,15,9,17,26
model40164.csv,13,6,15,21
model65486.csv,13,6,11,17
model115313.csv,14,7,19,26
model19152.csv,16,6,16,22
model109715.csv,17,7,17,24
model43595.csv,16,11,6,17
model35313.csv,12,9,6,15
model21221.csv,13,8,6,14
model15000.csv,13,8,15,23
model58903.csv,11,7,7,14
model89499.csv,15,8,9,17
model49903.csv,16,6,21,27
model33052.csv,11,7,20,27
model55312.csv,13,7,18,25
model48797.csv,12,6,20,26
model26239.csv,16,8,12,20
model92507.csv,16,9,12,21
model25933.csv,12,7,13,20
model91187.csv,15,8,13,21
model1639.csv,11,7,12,19
model68374.csv,16,9,12,21
model80034.csv,16,9,17,26
model1994.csv,13,7,13,20
model90399.csv,11,7,2,9
model67013.csv,14,7,14,21
model38692.csv,14,7,8,15
model41031.csv,15,8,16,24
model88311.csv,14,6,16,22
model52015.csv,14,7,19,26
model21692.csv,16,8,19,27
model9083.csv,13,7,14,21
model100353.csv,14,6,16,22
model102150.csv,14,7,11,18
model96702.csv,13,7,14,21
model69280.csv,12,7,13,20
model54173.csv,16,8,17,25
model9351.csv,14,8,17,25
model74849.csv,19,6,15,21
model87997.csv,14,6,11,17
model49604.csv,13,7,18,25
model20503.csv,18,6,14,20
model113743.csv,18,6,19,25
model29449.csv,12,9,4,13
model72779.csv,13,7,3,10
model60505.csv,14,6,13,19
model110134.csv,12,7,20,27
model100506.csv,16,6,15,21
model83313.csv,13,7,8,15
model72938.csv,14,7,11,18
model70131.csv,15,6,13,19
model96325.csv,15,6,17,23
model43181.csv,13,7,9,16
model114494.csv,16,7,19,26
model123489.csv,16,6,20,26
model79243.csv,15,6,16,22
model39255.csv,16,6,14,20
model19238.csv,15,6,15,21
model72396.csv,14,8,10,18
model15115.csv,13,6,14,20
model6986.csv,13,9,14,23
model44721.csv,15,10,10,20
model85584.csv,17,6,12,18
model14023.csv,14,7,15,22
model87454.csv,19,9,14,23
model80540.csv,16,7,19,26
model38443.csv,12,8,3,11
model50112.csv,18,8,18,26
model110995.csv,16,6,10,16
model25313.csv,13,8,10,18
model21845.csv,15,10,18,28
model48620.csv,10,6,19,25
model122272.csv,15,8,19,27
model100425.csv,16,7,13,20
model64468.csv,10,8,0,8
model104.csv,11,8,9,17
model93108.csv,20,8,14,22
model37101.csv,17,6,19,25
model49731.csv,15,9,13,22
model17173.csv,14,8,18,26
model1848.csv,12,7,12,19
model68283.csv,14,6,14,20
model35264.csv,11,7,21,28
model30473.csv,11,6,15,21
model117669.csv,15,9,4,13
model66719.csv,13,7,14,21
model95444.csv,16,7,19,26
model74797.csv,16,10,10,20
model56503.csv,13,7,8,15
model56716.csv,15,6,16,22
model23842.csv,12,7,14,21
model22709.csv,15,6,17,23
model56255.csv,16,8,16,24
model80485.csv,14,8,19,27
model92633.csv,15,7,16,23
model109415.csv,15,8,17,25
model64784.csv,14,7,11,18
model54020.csv,14,8,18,26
model114600.csv,13,6,20,26
model87205.csv,15,8,14,22
model45816.csv,14,7,15,22
model96867.csv,17,7,16,23
model1209.csv,11,7,10,17
model24101.csv,16,9,16,25
model118470.csv,14,8,16,24
model105033.csv,13,6,17,23
model13396.csv,15,7,17,24
model112950.csv,15,6,15,21
model53172.csv,14,7,16,23
model31037.csv,12,8,6,14
model105951.csv,14,8,14,22
model55125.csv,13,8,18,26
model70118.csv,14,6,14,20
model108065.csv,16,6,16,22
model69813.csv,14,6,16,22
model36028.csv,13,7,19,26
model27735.csv,10,8,2,10
model7129.csv,11,7,21,28
model61948.csv,13,7,13,20
model107419.csv,14,6,13,19
model107008.csv,14,6,18,24
model87314.csv,16,6,17,23
model56355.csv,16,7,17,24
model12655.csv,12,6,17,23
model115101.csv,19,7,18,25
model46790.csv,15,8,12,20
model83085.csv,15,6,17,23
model55039.csv,14,7,17,24
model19268.csv,15,8,16,24
model99344.csv,13,7,12,19
model60207.csv,12,7,14,21
model122756.csv,15,7,20,27
model112070.csv,16,6,15,21
model33774.csv,11,7,21,28
model111981.csv,17,9,13,22
model75250.csv,20,6,16,22
model61868.csv,14,7,14,21
model10920.csv,12,8,9,17
model96193.csv,16,11,12,23
model43920.csv,15,7,11,18
model121455.csv,18,7,19,26
model63965.csv,16,9,12,21
model28850.csv,15,8,14,22
model69894.csv,12,7,4,11
model106495.csv,14,7,16,23
model77516.csv,17,6,14,20
model69546.csv,14,7,13,20
model34749.csv,12,8,21,29
model17610.csv,13,7,14,21
model67374.csv,13,6,15,21
model2279.csv,12,6,15,21
model38401.csv,13,7,12,19
model78917.csv,14,7,12,19
model29124.csv,15,8,19,27
model60648.csv,11,6,3,9
model84218.csv,16,9,16,25
model25375.csv,14,7,11,18
model99097.csv,13,6,7,13
model61329.csv,10,7,14,21
model11509.csv,14,9,11,20
model38816.csv,14,8,10,18
model39654.csv,14,7,17,24
model106428.csv,13,6,17,23
model8027.csv,13,7,21,28
model66256.csv,16,9,8,17
model113275.csv,16,6,19,25
model2188.csv,12,6,17,23
model75818.csv,16,6,13,19
model35748.csv,14,6,20,26
model20722.csv,15,8,11,19
model10008.csv,12,8,19,27
model86861.csv,16,7,14,21
model90314.csv,15,6,14,20
model73401.csv,15,7,14,21
model11226.csv,14,7,12,19
model51063.csv,14,6,21,27
model105502.csv,16,6,15,21
model60351.csv,12,7,15,22
model71416.csv,14,6,15,21
model104241.csv,13,7,14,21
model17689.csv,12,8,13,21
model115356.csv,11,7,6,13
model9866.csv,11,7,18,25
model27284.csv,10,6,15,21
model104483.csv,17,8,12,20
model38452.csv,12,7,3,10
model30077.csv,16,10,17,27
model106359.csv,14,6,18,24
model123294.csv,18,7,19,26
model105197.csv,13,6,17,23
model13795.csv,13,6,17,23
model27857.csv,14,7,15,22
model63495.csv,13,6,14,20
model92825.csv,14,7,6,13
model59893.csv,12,8,12,20
model116870.csv,13,6,8,14
model22653.csv,12,6,19,25
model33263.csv,9,5,9,14
model21524.csv,13,9,18,27
model86435.csv,16,6,14,20
model13722.csv,11,8,20,28
model92617.csv,14,8,16,24
model97880.csv,13,6,22,28
model33566.csv,14,8,19,27
model94909.csv,18,8,16,24
model68095.csv,15,7,15,22
model5112.csv,11,7,16,23
model25223.csv,11,8,2,10
model27521.csv,14,7,19,26
model95151.csv,18,6,19,25
model102770.csv,14,9,6,15
model53840.csv,14,9,8,17
model41999.csv,14,7,16,23
model49342.csv,17,6,21,27
model107553.csv,15,6,6,12
model79527.csv,17,6,15,21
model119866.csv,17,7,20,27
model78310.csv,14,9,11,20
model35737.csv,14,8,18,26
model11044.csv,12,7,8,15
model85405.csv,15,6,9,15
model99362.csv,12,7,13,20
model78741.csv,14,7,11,18
model57935.csv,16,9,18,27
model20528.csv,14,9,14,23
model100238.csv,11,6,2,8
model39134.csv,13,8,13,21
model30738.csv,16,6,21,27
model101066.csv,15,7,16,23
model70777.csv,15,8,13,21
model113390.csv,14,8,18,26
model95734.csv,15,7,17,24
model10805.csv,10,8,12,20
model100783.csv,13,7,11,18
model15051.csv,14,7,15,22
model63089.csv,15,6,15,21
model99982.csv,15,6,12,18
model55250.csv,14,8,16,24
model37921.csv,10,6,21,27
model48993.csv,13,6,20,26
model71713.csv,15,8,8,16
model112457.csv,19,6,14,20
model122075.csv,13,6,22,28
model33866.csv,16,7,22,29
model94044.csv,17,9,11,20
model90550.csv,18,8,13,21
model96360.csv,13,6,18,24
model94637.csv,14,7,17,24
model105360.csv,12,6,8,14
model108160.csv,14,6,16,22
model12796.csv,14,6,16,22
model62681.csv,15,7,14,21
model85859.csv,14,7,7,14
model86785.csv,15,6,14,20
model59896.csv,12,8,12,20
model967.csv,10,7,9,16
model7205.csv,11,7,20,27
model2983.csv,13,10,11,21
model3999.csv,14,7,17,24
model35282.csv,11,6,20,26
model117183.csv,14,6,13,19
model892.csv,12,7,13,20
model111212.csv,13,7,18,25
model64456.csv,13,6,7,13
model6198.csv,10,8,2,10
model31864.csv,15,7,18,25
model88037.csv,14,6,5,11
model27288.csv,12,7,15,22
model105636.csv,13,6,17,23
model121664.csv,13,7,21,28
model35575.csv,14,6,18,24
model86623.csv,13,6,6,12
model83574.csv,14,6,17,23
model38764.csv,16,7,10,17
model4290.csv,9,6,14,20
model33996.csv,13,6,21,27
model89296.csv,12,8,13,21
model31851.csv,16,10,16,26
model57932.csv,14,8,19,27
model6845.csv,12,8,12,20
model123309.csv,17,7,19,26
model93169.csv,18,8,14,22
model97939.csv,16,7,19,26
model111594.csv,16,6,7,13
model34206.csv,11,6,22,28
model9567.csv,10,6,6,12
model16096.csv,13,7,19,26
model39613.csv,15,7,17,24
model63760.csv,13,6,17,23
model123154.csv,13,6,21,27
model77558.csv,17,9,13,22
model90410.csv,14,6,6,12
model123408.csv,17,10,17,27
model101419.csv,15,8,13,21
model84009.csv,15,7,20,27
model17088.csv,11,6,15,21
model9404.csv,15,8,18,26
model71432.csv,15,6,14,20
model92713.csv,14,6,5,11
model47395.csv,17,7,17,24
model110832.csv,16,6,14,20
model74719.csv,17,8,11,19
model66193.csv,15,7,10,17
model12312.csv,13,7,11,18
model65321.csv,15,6,9,15
model98955.csv,13,6,13,19
model45353.csv,16,9,12,21
model93837.csv,17,8,7,15
model13252.csv,13,6,15,21
model54189.csv,15,7,19,26
model117140.csv,16,7,11,18
model64351.csv,12,6,10,16
model19834.csv,13,9,13,22
model26766.csv,13,8,14,22
model67055.csv,16,7,12,19
model44396.csv,16,6,15,21
model31120.csv,12,8,19,27
model73086.csv,15,7,11,18
model86241.csv,14,6,10,16
model46834.csv,16,7,14,21
model13771.csv,12,7,14,21
model34769.csv,10,6,23,29
model107696.csv,16,7,14,21
model71831.csv,15,7,11,18
model120151.csv,18,6,20,26
model102727.csv,14,7,2,9
model51895.csv,14,7,19,26
model65218.csv,15,7,10,17
model14172.csv,14,6,15,21
model67290.csv,14,7,15,22
model64183.csv,14,7,14,21
model59892.csv,11,7,13,20
model21931.csv,16,8,15,23
model113094.csv,16,8,14,22
model88517.csv,15,6,16,22
model16895.csv,13,7,17,24
model19484.csv,14,7,15,22
model62424.csv,16,8,11,19
model39475.csv,14,11,12,23
model82638.csv,15,11,3,14
model96958.csv,11,7,5,12
model24860.csv,13,6,12,18
model34629.csv,13,6,24,30
model48605.csv,12,6,17,23
model65041.csv,13,9,1,10
model105463.csv,14,6,17,23
model28135.csv,9,6,20,26
model28425.csv,14,8,18,26
model70596.csv,13,7,15,22
model79501.csv,15,7,15,22
model53228.csv,14,9,7,16
model81373.csv,13,7,6,13
model65568.csv,13,6,11,17
model114016.csv,16,7,20,27
model38651.csv,12,7,9,16
model85519.csv,15,6,8,14
model54485.csv,17,9,17,26
model72285.csv,16,7,10,17
model8818.csv,11,6,19,25
model65713.csv,15,10,7,17
model52189.csv,13,7,12,19
model27571.csv,12,6,7,13
model27244.csv,8,5,20,25
model91765.csv,11,6,17,23
model101659.csv,15,7,13,20
model119174.csv,18,9,16,25
model105513.csv,17,6,15,21
model61890.csv,10,7,2,9
model8496.csv,11,8,18,26
model110839.csv,13,6,15,21
model74941.csv,14,8,16,24
model93634.csv,14,7,4,11
model67280.csv,14,6,16,22
model122864.csv,15,7,20,27
model79779.csv,12,7,7,14
model82428.csv,15,7,15,22
model102896.csv,12,6,7,13
model10816.csv,11,6,13,19
model49570.csv,15,9,13,22
model40643.csv,14,7,15,22
model74561.csv,16,6,12,18
model87305.csv,16,6,17,23
model3485.csv,12,8,15,23
model13861.csv,13,8,16,24
model22619.csv,14,8,17,25
